participant,bin,electrode,P1,N1,EPN,LPP
vp04,localizer,FT7,0.20142,0.48931,-0.073847,0.015735
vp04,localizer,FC5,0.073486,1.0246,-0.12819,-0.065728
vp04,localizer,FC3,-0.25129,1.1966,-0.182,-0.28846
vp04,localizer,FC1,-0.32346,1.4896,-0.1577,-0.32837
vp04,localizer,C1,-0.48638,1.0886,-0.27623,-0.090388
vp04,localizer,C3,-0.40416,0.73389,-0.045539,0.031838
vp04,localizer,C5,-0.14775,0.31766,0.11564,0.19221
vp04,localizer,T7,0.15201,-0.37268,-0.15284,0.14967
vp04,localizer,TP7,0.21513,-1.177,0.059572,0.16471
vp04,localizer,CP5,-0.12068,-0.38555,0.16467,0.16723
vp04,localizer,CP3,-0.36208,0.38268,0.26322,0.25148
vp04,localizer,CP1,-0.47389,0.53139,-0.041716,0.18476
vp04,localizer,P1,-0.63096,-0.29102,0.20476,0.24327
vp04,localizer,P3,-0.28145,-0.17538,0.43921,0.23414
vp04,localizer,P5,-0.069127,-1.2653,0.051242,-0.015555
vp04,localizer,P7,0.36046,-2.6121,-0.13011,-0.17413
vp04,localizer,P9,0.56212,-3.4904,-0.29929,-0.31703
vp04,localizer,PO7,-0.24071,-2.5081,-0.43035,-0.5831
vp04,localizer,PO3,-0.71516,-0.46538,0.21432,0.18753
vp04,localizer,O1,-1.4458,-2.1106,-1.1717,-0.9446
vp04,localizer,Iz,-0.63737,-2.6624,-1.3216,-0.77395
vp04,localizer,Oz,-1.6107,-1.9663,-1.2265,-0.76378
vp04,localizer,POz,-1.1349,-0.94811,0.052815,0.17976
vp04,localizer,Pz,-0.49616,-0.32454,0.24773,0.45286
vp04,localizer,CPz,-0.32026,0.35626,-0.15897,0.20981
vp04,localizer,Fpz,0.28329,1.5896,-0.18341,-0.19087
vp04,localizer,Fp2,0.33902,1.6238,-0.17727,-0.07544
vp04,localizer,AF8,0.43599,1.5266,-0.099308,0.095847
vp04,localizer,AF4,0.51118,1.4174,-0.16434,-0.15259
vp04,localizer,Afz,0.36614,1.2854,-0.27774,-0.40039
vp04,localizer,Fz,0.13781,1.5001,-0.066327,-0.38836
vp04,localizer,F2,0.12815,1.3812,-0.092962,-0.42308
vp04,localizer,F4,0.41843,1.5236,0.1444,-0.17294
vp04,localizer,F6,0.50199,1.4445,0.13012,0.11738
vp04,localizer,F8,0.71597,0.99305,0.083187,0.37125
vp04,localizer,FT8,0.76236,0.58673,0.34133,0.56766
vp04,localizer,FC6,0.47463,0.93676,0.21781,0.21741
vp04,localizer,FC4,0.28051,1.361,0.26539,0.070784
vp04,localizer,FC2,-0.080412,1.4627,-0.046624,-0.27819
vp04,localizer,FCz,-0.30409,1.5077,-0.12659,-0.33505
vp04,localizer,Cz,-0.41449,1.1186,-0.28763,-0.092152
vp04,localizer,C2,-0.17334,0.93789,-0.033951,0.056425
vp04,localizer,C4,0.14336,0.5092,0.35082,0.30963
vp04,localizer,C6,0.29943,-0.13681,0.57929,0.51252
vp04,localizer,T8,0.60279,-0.29572,0.77923,0.74335
vp04,localizer,TP8,0.67713,-1.4745,0.89349,0.67733
vp04,localizer,CP6,0.53931,-0.97095,0.6896,0.52299
vp04,localizer,CP4,0.20747,-0.37527,0.56563,0.47374
vp04,localizer,CP2,-0.093572,0.23638,0.18004,0.3167
vp04,localizer,P2,-0.25463,-0.55886,0.51589,0.58997
vp04,localizer,P4,0.1471,-0.82051,0.64245,0.55564
vp04,localizer,P6,0.45997,-1.7111,0.51573,0.31288
vp04,localizer,P8,0.83202,-2.854,0.62868,0.39205
vp04,localizer,P10,1.0415,-3.8042,0.48357,0.30154
vp04,localizer,PO8,0.12169,-2.8175,-0.34674,-0.30664
vp04,localizer,PO4,-0.65304,-1.2536,0.17809,0.092863
vp04,localizer,O2,-1.3225,-2.1392,-1.0054,-0.6261
vp04,NegMinNeut,Fp1,0.60502,0.085556,0.42109,0.24321
vp04,NegMinNeut,AF7,0.80335,0.30345,0.58803,0.35754
vp04,NegMinNeut,AF3,0.50563,0.12863,0.41739,0.23543
vp04,NegMinNeut,F1,0.19494,0.039802,0.16912,0.085411
vp04,NegMinNeut,F3,0.21846,-0.031528,0.075522,0.016451
vp04,NegMinNeut,F5,0.43009,0.23834,0.49673,0.33523
vp04,NegMinNeut,F7,0.95527,0.53798,0.65,0.32348
vp04,NegMinNeut,FT7,0.59041,0.44408,0.86137,0.72293
vp04,NegMinNeut,FC5,0.64719,0.60356,0.56305,0.31186
vp04,NegMinNeut,FC3,0.31521,0.12671,0.25668,0.19717
vp04,NegMinNeut,FC1,0.20335,-0.038928,0.0076107,0.031008
vp04,NegMinNeut,C1,0.091396,-0.023421,-0.17666,-0.14925
vp04,NegMinNeut,C3,0.073749,0.42278,0.15942,0.019064
vp04,NegMinNeut,C5,0.19828,0.2955,0.33908,0.18754
vp04,NegMinNeut,T7,0.70669,0.68403,0.77077,0.80858
vp04,NegMinNeut,TP7,0.42304,0.81229,0.60246,0.73184
vp04,NegMinNeut,CP5,0.29711,0.52731,0.2955,0.3328
vp04,NegMinNeut,CP3,-0.16265,0.2262,-0.013353,-0.037603
vp04,NegMinNeut,CP1,0.067478,0.1899,-0.24478,-0.17336
vp04,NegMinNeut,P1,-0.33682,-0.021542,-0.16141,-0.22332
vp04,NegMinNeut,P3,-0.27625,0.14841,-0.035324,-0.046545
vp04,NegMinNeut,P5,-0.20089,0.68688,0.36129,0.46227
vp04,NegMinNeut,P7,0.024308,1.1057,0.5306,0.67583
vp04,NegMinNeut,P9,-0.37767,0.55216,0.11622,0.37231
vp04,NegMinNeut,PO7,-0.37043,0.4101,-0.068782,-0.086599
vp04,NegMinNeut,PO3,-0.3267,0.0053112,-0.19146,-0.23321
vp04,NegMinNeut,O1,-0.49709,0.13515,-0.095968,-0.24512
vp04,NegMinNeut,Iz,-0.51018,0.13025,0.25153,0.2054
vp04,NegMinNeut,Oz,-0.52038,-0.020501,-0.04145,-0.092368
vp04,NegMinNeut,POz,-0.67882,-0.39352,-0.27321,-0.49102
vp04,NegMinNeut,Pz,-0.43374,-0.36426,-0.4544,-0.45739
vp04,NegMinNeut,CPz,-0.19477,-0.27269,-0.34424,-0.14481
vp04,NegMinNeut,Fpz,0.35174,-0.15346,0.18362,0.069143
vp04,NegMinNeut,Fp2,0.18605,-0.33066,-0.059742,-0.045466
vp04,NegMinNeut,AF8,0.13566,-0.49979,-0.18703,-0.027551
vp04,NegMinNeut,AF4,0.1358,-0.23307,-0.0048745,-0.049932
vp04,NegMinNeut,Afz,0.15609,-0.25028,0.22344,0.0075172
vp04,NegMinNeut,Fz,0.18436,-0.080321,-0.0086851,-0.023976
vp04,NegMinNeut,F2,0.1551,-0.063271,0.019943,-0.06589
vp04,NegMinNeut,F4,0.30645,-0.26653,-0.066994,-0.09403
vp04,NegMinNeut,F6,0.21922,-0.4141,-0.081702,0.021302
vp04,NegMinNeut,F8,0.21162,-0.61007,-0.03303,0.23819
vp04,NegMinNeut,FT8,0.20217,-0.47191,0.059996,0.17403
vp04,NegMinNeut,FC6,0.18689,-0.32045,-0.053105,0.10675
vp04,NegMinNeut,FC4,0.18447,-0.048304,-0.13078,0.030246
vp04,NegMinNeut,FC2,0.12925,-0.21062,-0.24317,-0.031341
vp04,NegMinNeut,FCz,0.10028,-0.0070056,-0.0921,0.081782
vp04,NegMinNeut,Cz,-0.21465,-0.21719,-0.36258,-0.21457
vp04,NegMinNeut,C2,-0.010081,-0.20115,-0.31144,-0.21533
vp04,NegMinNeut,C4,0.13752,-0.083981,-0.21456,0.025907
vp04,NegMinNeut,C6,-0.014461,-0.23793,-0.11796,0.061039
vp04,NegMinNeut,T8,-0.11965,-0.48825,-0.22137,0.057877
vp04,NegMinNeut,TP8,0.27469,0.093144,0.083186,0.02893
vp04,NegMinNeut,CP6,-0.26528,-0.43166,-0.30175,-0.19812
vp04,NegMinNeut,CP4,-1.8093e-08,-0.46401,-0.47179,-0.31065
vp04,NegMinNeut,CP2,-0.25917,-0.3885,-0.53582,-0.391
vp04,NegMinNeut,P2,-0.2889,-0.28257,-0.45437,-0.34411
vp04,NegMinNeut,P4,-0.64371,-0.58779,-0.68302,-0.64279
vp04,NegMinNeut,P6,-0.65794,-0.31952,-0.3526,-0.4907
vp04,NegMinNeut,P8,-0.69626,-0.16201,-0.54343,-0.56351
vp04,NegMinNeut,P10,-0.56663,0.16286,-0.038501,-0.067845
vp04,NegMinNeut,PO8,-0.81636,-0.011082,-0.13091,-0.41454
vp04,NegMinNeut,PO4,-0.46901,-0.11127,-0.51797,-0.67254
vp04,NegMinNeut,O2,-0.69986,0.017074,-0.18331,-0.31358
vp05,localizer,Fp1,-2.3088,-2.2926,-2.3283,-2.5181
vp05,localizer,AF7,-2.0891,-2.3939,-2.0815,-2.2248
vp05,localizer,AF3,-2.2398,-2.454,-2.6986,-2.797
vp05,localizer,F1,-2.4495,-2.5385,-3.5584,-2.9962
vp05,localizer,F3,-2.0783,-2.1699,-2.6793,-2.3517
vp05,localizer,F5,-1.8056,-2.1229,-2.0403,-1.8558
vp05,localizer,F7,-1.8009,-2.6772,-1.4601,-1.5722
vp05,localizer,FT7,-1.2477,-2.3965,-0.74419,-0.31487
vp05,localizer,FC5,-1.4059,-1.8949,-1.1706,-0.54182
vp05,localizer,FC3,-1.6947,-1.6791,-2.0337,-1.1484
vp05,localizer,FC1,-2.1251,-2.0884,-3.2039,-2.0532
vp05,localizer,C1,-1.5797,-1.5886,-2.2097,-0.86776
vp05,localizer,C3,-0.98877,-0.96685,-0.83405,-0.10229
vp05,localizer,C5,-0.66968,-1.0417,-0.024099,0.38453
vp05,localizer,T7,-0.80401,-1.7844,0.48584,0.45636
vp05,localizer,TP7,0.43256,0.51094,2.8109,1.1954
vp05,localizer,CP5,0.6322,1.044,1.5831,1.0005
vp05,localizer,CP3,0.12154,0.39562,0.57943,0.67236
vp05,localizer,CP1,-0.56182,-0.60338,-0.83323,0.046079
vp05,localizer,P1,1.0402,1.1894,0.84678,1.2076
vp05,localizer,P3,1.9776,2.6956,2.0747,1.5217
vp05,localizer,P5,2.8774,4.2957,3.3131,1.5813
vp05,localizer,P7,3.0414,4.5571,4.0893,1.1186
vp05,localizer,P9,2.2762,1.2884,2.7757,0.48891
vp05,localizer,PO7,5.4921,6.5818,3.751,1.6555
vp05,localizer,PO3,4.1139,4.9979,2.9934,2.2873
vp05,localizer,O1,5.7173,5.9912,3.2853,2.4956
vp05,localizer,Iz,4.7239,3.4743,2.3876,1.839
vp05,localizer,Oz,5.9221,5.7839,3.4968,3.0001
vp05,localizer,POz,4.0018,4.0676,3.0588,2.8862
vp05,localizer,Pz,0.30682,-0.061019,-0.11331,0.71254
vp05,localizer,CPz,-1.1922,-1.5132,-1.962,-0.41872
vp05,localizer,Fpz,-2.3508,-2.2894,-1.9143,-2.3521
vp05,localizer,Fp2,-2.1178,-2.0133,-1.5412,-1.9954
vp05,localizer,AF8,-1.7299,-1.457,-1.3507,-1.3921
vp05,localizer,AF4,-2.1307,-1.9806,-2.1384,-2.5006
vp05,localizer,Afz,-2.511,-2.7212,-3.0026,-3.1613
vp05,localizer,Fz,-2.474,-2.6954,-3.6969,-3.3133
vp05,localizer,F2,-2.3211,-2.3132,-3.3219,-3.0912
vp05,localizer,F4,-2.1049,-1.7397,-2.308,-2.3209
vp05,localizer,F6,-1.7155,-1.0621,-1.3162,-1.2475
vp05,localizer,F8,-1.5814,-1.1592,-1.2152,-0.95848
vp05,localizer,FT8,-1.5282,-1.1026,-0.87706,-0.25377
vp05,localizer,FC6,-1.6557,-1.0111,-1.3684,-0.78394
vp05,localizer,FC4,-0.91315,-0.56767,-1.4234,-0.92573
vp05,localizer,FC2,-2.2736,-2.0745,-3.5011,-2.6511
vp05,localizer,FCz,-2.4983,-2.6019,-4.0076,-2.9529
vp05,localizer,Cz,-2.1329,-2.0234,-3.2929,-1.7405
vp05,localizer,C2,-1.7021,-1.3447,-2.4882,-1.1909
vp05,localizer,C4,-1.404,-0.88695,-1.374,-0.4566
vp05,localizer,C6,-1.261,-0.87103,-0.55202,0.29661
vp05,localizer,T8,-0.98358,-1.0878,0.090065,0.80539
vp05,localizer,TP8,-0.022062,-0.29326,2.2237,2.3443
vp05,localizer,CP6,0.015385,-0.049939,1.372,1.6474
vp05,localizer,CP4,-0.55258,-0.40366,-0.28864,0.51418
vp05,localizer,CP2,-0.84114,-0.87535,-1.0948,0.0059924
vp05,localizer,P2,0.77734,0.53689,0.61543,1.1341
vp05,localizer,P4,1.149,0.93966,1.6173,1.7547
vp05,localizer,P6,1.5856,1.3118,2.8601,2.5216
vp05,localizer,P8,2.2904,1.8174,5.0443,3.9996
vp05,localizer,P10,2.5779,0.91062,5.8704,4.4269
vp05,localizer,PO8,4.6415,4.1614,6.1385,4.4662
vp05,localizer,PO4,3.7545,3.7509,3.6436,2.9481
vp05,localizer,O2,6.3785,6.5896,5.0412,3.6368
vp05,NegMinNeut,Fp1,-0.35025,-0.62227,0.042856,0.051893
vp05,NegMinNeut,AF7,-0.40778,-0.68786,-0.05687,0.065812
vp05,NegMinNeut,AF3,-0.50822,-0.65111,0.14472,0.23495
vp05,NegMinNeut,F1,0.19984,-0.071756,0.4583,0.58487
vp05,NegMinNeut,F3,-0.095263,-0.3556,0.06263,0.36722
vp05,NegMinNeut,F5,-0.63595,-0.66309,0.22318,0.32632
vp05,NegMinNeut,F7,-0.50484,-0.65106,-0.24727,-0.045294
vp05,NegMinNeut,FT7,-0.64416,-0.84232,-0.34694,0.089699
vp05,NegMinNeut,FC5,-0.4149,-0.20633,0.095719,0.47154
vp05,NegMinNeut,FC3,-0.225,-0.17853,0.059626,0.33307
vp05,NegMinNeut,FC1,0.10757,-0.10399,0.23627,0.38891
vp05,NegMinNeut,C1,0.058034,0.0002323,-0.061647,0.12523
vp05,NegMinNeut,C3,-0.042971,-0.19118,-0.24294,-0.068008
vp05,NegMinNeut,C5,-0.35739,-0.33387,-0.14251,0.21235
vp05,NegMinNeut,T7,-0.53801,-0.53919,-0.40508,0.034792
vp05,NegMinNeut,TP7,-0.21245,0.14098,-0.25571,-0.10957
vp05,NegMinNeut,CP5,0.17934,0.35332,0.20736,0.4691
vp05,NegMinNeut,CP3,-0.025464,0.21825,-0.16979,0.079978
vp05,NegMinNeut,CP1,0.096651,-0.029488,-0.42547,-0.24468
vp05,NegMinNeut,P1,0.12428,0.14426,-0.18273,-0.13513
vp05,NegMinNeut,P3,0.22739,0.29617,0.033863,0.016358
vp05,NegMinNeut,P5,0.069883,0.61246,0.24233,0.32086
vp05,NegMinNeut,P7,-0.068104,0.40542,0.11479,0.18098
vp05,NegMinNeut,P9,-0.23229,0.12754,-0.36066,-0.41005
vp05,NegMinNeut,PO7,0.20412,0.64955,0.18806,0.12917
vp05,NegMinNeut,PO3,0.39618,0.56475,0.38733,0.32249
vp05,NegMinNeut,O1,0.20422,0.59647,0.41279,0.15521
vp05,NegMinNeut,Iz,-0.25789,0.35936,-0.032971,-0.27918
vp05,NegMinNeut,Oz,0.16761,0.46755,0.029238,0.049364
vp05,NegMinNeut,POz,0.66701,0.67667,0.27293,0.17454
vp05,NegMinNeut,Pz,0.34035,0.42737,0.037256,0.20289
vp05,NegMinNeut,CPz,0.1668,-0.076084,-0.27882,-0.08437
vp05,NegMinNeut,Fpz,-0.36278,-0.54963,0.0217,-0.18221
vp05,NegMinNeut,Fp2,0.16867,-0.28301,0.024926,-0.30966
vp05,NegMinNeut,AF8,-0.20719,-0.69091,-0.4103,-0.91763
vp05,NegMinNeut,AF4,-0.012797,-0.30358,0.089051,-0.067431
vp05,NegMinNeut,Afz,-0.14726,-0.62634,0.17668,-0.12411
vp05,NegMinNeut,Fz,0.12311,-0.39897,0.38341,0.44181
vp05,NegMinNeut,F2,0.26609,-0.37858,0.36922,0.30333
vp05,NegMinNeut,F4,0.73419,0.52396,0.76989,0.50494
vp05,NegMinNeut,F6,0.27237,-0.098904,-0.043756,-0.43081
vp05,NegMinNeut,F8,-0.39824,-0.88339,-0.67541,-1.3683
vp05,NegMinNeut,FT8,-0.32634,-0.63949,0.026807,-0.25377
vp05,NegMinNeut,FC6,0.030022,-0.19404,-0.11991,-0.48517
vp05,NegMinNeut,FC4,0.47469,0.16212,-0.1194,-0.242
vp05,NegMinNeut,FC2,0.42003,0.15417,0.48003,0.5178
vp05,NegMinNeut,FCz,0.13539,-0.22493,0.10439,0.2737
vp05,NegMinNeut,Cz,0.25043,0.23611,0.027956,0.15829
vp05,NegMinNeut,C2,0.16929,-0.0080127,-0.24208,-0.14988
vp05,NegMinNeut,C4,0.087121,-0.11397,-0.078709,-0.071995
vp05,NegMinNeut,C6,-0.11566,-0.15851,-0.091851,-0.27624
vp05,NegMinNeut,T8,-0.61183,-0.42205,-0.10856,-0.43202
vp05,NegMinNeut,TP8,-0.42298,-0.036114,-0.10218,-0.23647
vp05,NegMinNeut,CP6,-0.077218,-0.14542,-0.42435,-0.50513
vp05,NegMinNeut,CP4,0.42354,0.25287,-0.10905,-0.028073
vp05,NegMinNeut,CP2,0.41192,0.3113,-0.089781,-0.055091
vp05,NegMinNeut,P2,0.39607,0.43669,0.16579,0.3086
vp05,NegMinNeut,P4,0.30627,0.26605,-0.11839,-0.0002985
vp05,NegMinNeut,P6,0.27115,0.64058,0.052478,0.20126
vp05,NegMinNeut,P8,-0.0919,0.60581,0.010583,-0.2216
vp05,NegMinNeut,P10,-0.46345,0.47576,-0.28804,-0.59443
vp05,NegMinNeut,PO8,0.19494,0.90139,0.1946,0.25411
vp05,NegMinNeut,PO4,0.37238,0.81943,0.12137,0.18108
vp05,NegMinNeut,O2,0.041591,0.53296,-0.036954,-0.20396
vp06,localizer,Fp1,-0.83665,-0.16731,-2.5551,-2.2238
vp06,localizer,AF7,-0.087393,-0.18369,-0.7982,-0.4646
vp06,localizer,AF3,-0.90987,-0.28076,-2.59,-2.1861
vp06,localizer,F1,-1.1644,-0.40093,-2.8456,-2.3562
vp06,localizer,F3,-0.88525,-0.15281,-1.9641,-1.2061
vp06,localizer,F5,-0.37847,-0.17261,-1.0257,-0.239
vp06,localizer,F7,0.13072,-0.26822,-0.35528,0.37034
vp06,localizer,FT7,0.15449,-0.19932,0.023657,0.88086
vp06,localizer,FC5,-0.44496,0.12958,-0.36097,0.67508
vp06,localizer,FC3,-1.1661,0.15676,-1.1572,-0.11903
vp06,localizer,FC1,-1.488,0.093931,-1.9655,-1.0214
vp06,localizer,C1,-1.472,0.7231,-1.0506,0.013986
vp06,localizer,C3,-0.9837,0.46497,-0.20493,0.87624
vp06,localizer,C5,-0.31793,0.15719,0.56025,1.4757
vp06,localizer,T7,0.61666,0.22485,1.3663,1.7763
vp06,localizer,TP7,0.9677,-0.044494,3.2258,2.8498
vp06,localizer,CP5,0.071553,0.087708,1.3848,1.529
vp06,localizer,CP3,-0.44773,0.62525,0.88584,1.357
vp06,localizer,CP1,-0.77017,1.1619,0.48844,0.96998
vp06,localizer,P1,0.19584,1.5519,1.6911,1.3021
vp06,localizer,P3,0.11738,0.81517,1.6707,1.3849
vp06,localizer,P5,0.7786,0.055769,2.4703,1.6789
vp06,localizer,P7,1.8171,-0.97834,4.4118,2.9556
vp06,localizer,P9,1.7931,-0.96891,4.4121,2.9679
vp06,localizer,PO7,1.9849,-0.40932,3.2704,1.6834
vp06,localizer,PO3,1.306,1.3584,2.3376,1.3721
vp06,localizer,O1,2.0384,0.27591,2.5356,0.7806
vp06,localizer,Iz,2.3199,0.23962,3.2788,1.4815
vp06,localizer,Oz,2.6371,0.80904,2.717,1.0489
vp06,localizer,POz,1.1171,1.6579,2.066,1.0398
vp06,localizer,Pz,0.16657,1.5396,1.6713,1.2741
vp06,localizer,CPz,-1.0995,1.093,0.17822,0.66796
vp06,localizer,Fpz,-0.68788,-0.77146,-3.4328,-3.4446
vp06,localizer,Fp2,-0.68368,-0.94075,-3.5832,-3.4418
vp06,localizer,AF8,-0.56456,-1.082,-3.7887,-2.9932
vp06,localizer,AF4,-0.97254,-1.1446,-3.8221,-3.5206
vp06,localizer,Afz,-0.9924,-0.84624,-3.573,-3.4275
vp06,localizer,Fz,-1.3047,-0.67787,-3.2132,-2.8408
vp06,localizer,F2,-1.2704,-0.83975,-3.3831,-3.0893
vp06,localizer,F4,-0.87029,-0.70406,-3.0605,-2.6853
vp06,localizer,F6,-0.50685,-0.8532,-2.74,-2.0878
vp06,localizer,F8,-0.3536,-1.191,-3.1951,-2.0627
vp06,localizer,FT8,-0.19549,-1.0491,-2.1004,-0.97357
vp06,localizer,FC6,-0.6153,-0.78091,-2.0538,-1.2243
vp06,localizer,FC4,-1.0868,-0.43397,-2.3409,-1.774
vp06,localizer,FC2,-1.3997,-0.25836,-2.2933,-1.6302
vp06,localizer,FCz,-1.4749,0.10867,-1.972,-1.0277
vp06,localizer,Cz,-1.5104,0.65076,-1.126,-0.060734
vp06,localizer,C2,-1.2736,0.50455,-0.93144,-0.17424
vp06,localizer,C4,-1.044,0.038449,-0.84167,-0.25411
vp06,localizer,C6,-0.42152,-0.40316,-0.55306,-0.024404
vp06,localizer,T8,0.086975,-0.84253,-0.57404,-0.10027
vp06,localizer,TP8,0.47609,-0.77657,0.85657,0.56113
vp06,localizer,CP6,-0.01755,-0.072991,0.87425,0.64491
vp06,localizer,CP4,-0.68066,0.3183,0.40073,0.51423
vp06,localizer,CP2,-0.87183,0.78606,0.33153,0.5918
vp06,localizer,P2,-0.024198,1.1017,1.383,0.95135
vp06,localizer,P4,0.37398,0.64408,1.6655,0.95637
vp06,localizer,P6,0.90325,0.12628,2.1564,1.1766
vp06,localizer,P8,1.4227,-0.45927,2.944,1.6328
vp06,localizer,P10,1.6813,-1.4997,3.0948,1.7602
vp06,localizer,PO8,2.9521,0.37785,4.367,2.3154
vp06,localizer,PO4,1.8209,1.1147,2.7847,1.3923
vp06,localizer,O2,3.3444,0.86118,3.9468,1.7444
vp06,NegMinNeut,Fp1,-0.078093,-0.19879,0.75873,0.29674
vp06,NegMinNeut,AF7,-0.2921,-0.42301,0.81804,0.41817
vp06,NegMinNeut,AF3,0.051086,-0.05556,0.70476,0.32633
vp06,NegMinNeut,F1,0.28836,0.13957,0.56678,0.42297
vp06,NegMinNeut,F3,0.16796,0.075273,0.67462,0.56608
vp06,NegMinNeut,F5,0.035005,0.065084,0.72484,0.50899
vp06,NegMinNeut,F7,-0.34331,-0.32194,0.83438,0.72795
vp06,NegMinNeut,FT7,-0.20673,-0.13303,0.52532,0.62809
vp06,NegMinNeut,FC5,0.0054497,0.10912,0.45575,0.64164
vp06,NegMinNeut,FC3,-0.097767,-0.17879,0.49149,0.51702
vp06,NegMinNeut,FC1,0.46901,0.36555,0.81869,0.73819
vp06,NegMinNeut,C1,0.16193,0.1884,0.32449,0.36386
vp06,NegMinNeut,C3,-0.025806,0.14637,0.34463,0.51368
vp06,NegMinNeut,C5,-0.34786,-0.18494,0.18239,0.4956
vp06,NegMinNeut,T7,-0.53863,-0.43941,-0.1399,0.18939
vp06,NegMinNeut,TP7,-0.66034,-0.34179,-0.43967,0.087303
vp06,NegMinNeut,CP5,-0.19172,-0.027372,-0.35631,0.18466
vp06,NegMinNeut,CP3,-0.079484,0.21154,0.081704,0.36376
vp06,NegMinNeut,CP1,-0.0010792,0.22488,0.030321,0.34297
vp06,NegMinNeut,P1,-0.010336,0.15996,-0.29636,-0.041218
vp06,NegMinNeut,P3,0.042559,0.10481,-0.1312,0.1645
vp06,NegMinNeut,P5,-0.15848,0.13214,-0.071528,0.28601
vp06,NegMinNeut,P7,-0.60007,-0.60101,-1.0207,-0.62043
vp06,NegMinNeut,P9,-0.63847,-0.64794,-1.0031,-0.60917
vp06,NegMinNeut,PO7,-0.19541,-0.22167,-0.57905,-0.32735
vp06,NegMinNeut,PO3,-0.15282,-0.0020863,-0.44473,-0.21467
vp06,NegMinNeut,O1,-0.60331,-0.26422,-0.37776,-0.088206
vp06,NegMinNeut,Iz,-0.26769,-0.32047,-0.74253,-0.42362
vp06,NegMinNeut,Oz,-0.27274,-0.34255,-0.89427,-0.66081
vp06,NegMinNeut,POz,-0.04116,0.027215,-0.37269,-0.19111
vp06,NegMinNeut,Pz,0.0046452,0.17154,-0.25163,-0.016822
vp06,NegMinNeut,CPz,0.29775,0.40868,0.12929,0.17121
vp06,NegMinNeut,Fpz,-0.2185,-0.35222,0.32449,-0.23634
vp06,NegMinNeut,Fp2,0.11794,0.18029,0.38047,-0.43494
vp06,NegMinNeut,AF8,-0.1168,-0.091586,0.17436,-0.70783
vp06,NegMinNeut,AF4,0.30848,0.19351,0.26018,-0.33784
vp06,NegMinNeut,Afz,0.067263,0.039663,0.27443,-0.29162
vp06,NegMinNeut,Fz,0.45159,0.3323,0.61442,0.32904
vp06,NegMinNeut,F2,0.48099,0.44299,0.58754,0.22706
vp06,NegMinNeut,F4,0.59097,0.65619,0.98638,0.38645
vp06,NegMinNeut,F6,0.211,0.00049388,0.033214,-0.20858
vp06,NegMinNeut,F8,0.34172,0.26292,-0.11125,-0.36926
vp06,NegMinNeut,FT8,-0.029102,0.051171,-0.1357,-0.28928
vp06,NegMinNeut,FC6,0.32221,0.18373,0.05275,-0.20189
vp06,NegMinNeut,FC4,0.39283,0.12386,0.1365,-0.11212
vp06,NegMinNeut,FC2,0.50233,0.36578,0.59634,0.46038
vp06,NegMinNeut,FCz,0.54615,0.39187,0.81047,0.74726
vp06,NegMinNeut,Cz,0.20388,0.2635,0.40252,0.41369
vp06,NegMinNeut,C2,0.39101,0.42359,0.48748,0.47554
vp06,NegMinNeut,C4,0.29702,0.18863,0.12734,0.050502
vp06,NegMinNeut,C6,0.01734,-0.048932,-0.3098,-0.34786
vp06,NegMinNeut,T8,-0.1449,-0.17677,-0.4971,-0.50423
vp06,NegMinNeut,TP8,-0.34337,-0.38077,-0.92107,-0.82708
vp06,NegMinNeut,CP6,0.11824,0.021566,-0.32755,-0.29513
vp06,NegMinNeut,CP4,0.11062,0.20265,-0.22019,-0.26467
vp06,NegMinNeut,CP2,0.088294,0.17134,-0.0060776,0.072208
vp06,NegMinNeut,P2,0.1331,0.24212,0.092375,0.24167
vp06,NegMinNeut,P4,0.1739,0.26041,-0.068302,0.0086104
vp06,NegMinNeut,P6,0.18137,0.053867,-0.41548,-0.22838
vp06,NegMinNeut,P8,-0.11047,-0.27296,-0.82891,-0.55288
vp06,NegMinNeut,P10,-0.22961,-0.36098,-1.1923,-0.98137
vp06,NegMinNeut,PO8,-0.17626,-0.39387,-0.98375,-0.67646
vp06,NegMinNeut,PO4,-0.077475,-0.22275,-0.6251,-0.51232
vp06,NegMinNeut,O2,-0.32209,-0.57715,-1.0435,-0.79405
vp07,localizer,Fp1,-0.34905,1.2618,-0.85048,-0.74664
vp07,localizer,AF7,-0.19101,1.1114,-0.8815,-0.74583
vp07,localizer,AF3,-0.53015,1.0447,-1.4062,-1.0615
vp07,localizer,F1,-0.495,1.7129,-1.2149,-0.98614
vp07,localizer,F3,-0.30452,1.5571,-1.3334,-0.97626
vp07,localizer,F5,-0.15049,1.1136,-0.97448,-0.655
vp07,localizer,F7,0.076019,0.3985,-0.73083,-0.50336
vp07,localizer,FT7,0.035404,0.13324,-0.60146,-0.29993
vp07,localizer,FC5,-0.0087169,0.38396,-0.69205,-0.33379
vp07,localizer,FC3,-0.18185,1.4001,-0.99976,-0.72333
vp07,localizer,FC1,-0.70822,2.1828,-1.0529,-0.82698
vp07,localizer,C1,-0.41226,1.8115,-0.39588,-0.2481
vp07,localizer,C3,-0.02241,0.98943,-0.30194,-0.086798
vp07,localizer,C5,0.17052,-0.23176,-0.41501,-0.097356
vp07,localizer,T7,0.15594,-0.99164,-0.67739,-0.30309
vp07,localizer,TP7,0.62083,-2.2965,-0.729,-0.40238
