       value	     chindex	     chlabel	        bini	           binlabel	ERPset
     417.969	          68	LPP_massUniv	           5	   neutralLargeDark	vp39
     531.250	          68	LPP_massUniv	           6	   neutralSmallDark	vp39
     414.063	          68	LPP_massUniv	           7	 neutralLargeBright	vp39
         NaN	          68	LPP_massUniv	           8	 neutralSmallBright	vp39
         NaN	          68	LPP_massUniv	           1	  negativeLargeDark	vp40
         NaN	          68	LPP_massUniv	           2	  negativeSmallDark	vp40
     609.375	          68	LPP_massUniv	           3	negativeLargeBright	vp40
     429.688	          68	LPP_massUniv	           4	negativeSmallBright	vp40
         NaN	          68	LPP_massUniv	           5	   neutralLargeDark	vp40
     425.781	          68	LPP_massUniv	           6	   neutralSmallDark	vp40
         NaN	          68	LPP_massUniv	           7	 neutralLargeBright	vp40
     457.031	          68	LPP_massUniv	           8	 neutralSmallBright	vp40
     527.344	          68	LPP_massUniv	           1	  negativeLargeDark	vp41
     632.813	          68	LPP_massUniv	           2	  negativeSmallDark	vp41
     542.969	          68	LPP_massUniv	           3	negativeLargeBright	vp41
     535.156	          68	LPP_massUniv	           4	negativeSmallBright	vp41
     429.688	          68	LPP_massUniv	           5	   neutralLargeDark	vp41
         NaN	          68	LPP_massUniv	           6	   neutralSmallDark	vp41
     558.594	          68	LPP_massUniv	           7	 neutralLargeBright	vp41
         NaN	          68	LPP_massUniv	           8	 neutralSmallBright	vp41
     441.406	          68	LPP_massUniv	           1	  negativeLargeDark	vp42
     453.125	          68	LPP_massUniv	           2	  negativeSmallDark	vp42
     476.563	          68	LPP_massUniv	           3	negativeLargeBright	vp42
         NaN	          68	LPP_massUniv	           4	negativeSmallBright	vp42
     457.031	          68	LPP_massUniv	           5	   neutralLargeDark	vp42
     453.125	          68	LPP_massUniv	           6	   neutralSmallDark	vp42
     464.844	          68	LPP_massUniv	           7	 neutralLargeBright	vp42
     617.188	          68	LPP_massUniv	           8	 neutralSmallBright	vp42
